Row ID,State,Category,Sub-Category,Sales,Quantity,Profit
1513,Texas,Office Supplies,Storage,200.064,3,12.504
1514,Texas,Office Supplies,Binders,21.38,5,-33.139
1515,Texas,Office Supplies,Binders,6.744,4,-11.4648
1516,Pennsylvania,Furniture,Chairs,63.686,1,-9.098
1517,Nevada,Furniture,Tables,1669.6,4,116.872
1518,Washington,Office Supplies,Binders,83.84,2,27.248
1519,Washington,Office Supplies,Binders,13.272,3,4.3134
1520,California,Office Supplies,Binders,21.336,7,7.7343
1521,Illinois,Office Supplies,Art,16.52,5,2.065
1522,Arizona,Furniture,Furnishings,206.112,6,48.9516
1523,Arizona,Office Supplies,Paper,19.92,5,6.723
1524,Arizona,Office Supplies,Paper,198.272,8,61.96
1525,Arizona,Office Supplies,Storage,247.104,6,-58.6872
1526,Arizona,Office Supplies,Art,86.304,6,9.7092
1527,Pennsylvania,Office Supplies,Art,4.16,2,0.364
1528,Pennsylvania,Furniture,Furnishings,11.648,2,3.3488
1529,Delaware,Office Supplies,Fasteners,26.18,7,0.5236
1530,Delaware,Office Supplies,Paper,7.3,2,3.431
1531,Florida,Office Supplies,Paper,74.352,3,23.235
1532,Arizona,Office Supplies,Storage,10.744,1,0.8058
1533,Arizona,Office Supplies,Fasteners,8.376,3,2.7222
1534,New York,Office Supplies,Storage,212.88,6,0
1535,California,Furniture,Bookcases,203.983,2,16.7986
1536,New Jersey,Office Supplies,Storage,40.74,3,0.4074
1537,New Jersey,Office Supplies,Appliances,11.67,3,3.0342
1538,Massachusetts,Technology,Phones,39.99,1,11.5971
1539,Massachusetts,Office Supplies,Art,16.28,2,6.512
1540,Massachusetts,Furniture,Bookcases,782.94,3,203.5644
1541,Massachusetts,Office Supplies,Binders,242.48,7,116.3904
1542,Ohio,Furniture,Furnishings,8.32,5,2.288
1543,Ohio,Office Supplies,Fasteners,10.464,6,1.7004
1544,California,Office Supplies,Binders,82.896,3,29.0136
1545,California,Office Supplies,Paper,34.24,4,16.0928
1546,New York,Furniture,Bookcases,1573.488,7,196.686
1547,Texas,Office Supplies,Paper,335.52,4,117.432
1548,Texas,Office Supplies,Binders,23.912,2,-40.6504
1549,Texas,Office Supplies,Storage,27.056,2,2.3674
1550,New York,Technology,Copiers,559.992,1,174.9975
1551,Texas,Office Supplies,Appliances,9.324,6,-24.7086
1552,California,Office Supplies,Paper,111.96,2,54.8604
1553,Wisconsin,Office Supplies,Labels,21.56,7,10.3488
1554,Kentucky,Office Supplies,Binders,124.75,5,57.385
1555,Washington,Office Supplies,Art,5.28,3,1.5312
1556,New York,Technology,Accessories,91.96,4,39.5428
1557,Pennsylvania,Office Supplies,Envelopes,9.344,1,3.504
1558,Pennsylvania,Office Supplies,Art,79.36,5,9.92
1559,Washington,Furniture,Tables,171.96,2,44.7096
1560,Washington,Office Supplies,Binders,35.352,9,12.8151
1561,California,Office Supplies,Labels,18.9,6,9.072
1562,Washington,Office Supplies,Art,2.78,1,0.7228
1563,New York,Furniture,Tables,1044.63,5,-295.9785
1564,Pennsylvania,Office Supplies,Paper,11.352,3,4.1151
1565,South Carolina,Office Supplies,Storage,354.9,5,17.745
1566,Washington,Technology,Phones,453.576,3,39.6879
1567,Texas,Technology,Accessories,21.48,3,-0.2685
1568,Texas,Office Supplies,Binders,8.784,4,-13.6152
1569,California,Office Supplies,Paper,122.97,3,60.2553
1570,Georgia,Office Supplies,Art,12.84,3,3.7236
1571,California,Furniture,Chairs,603.92,5,-67.941
1572,California,Office Supplies,Envelopes,21.84,3,10.4832
1573,California,Technology,Accessories,29.99,1,6.2979
1574,California,Furniture,Chairs,381.44,2,23.84
1575,Texas,Technology,Phones,40.68,3,-9.153
1576,Texas,Furniture,Chairs,763.28,5,-21.808
1577,Illinois,Office Supplies,Storage,23.952,2,2.3952
1578,Alabama,Office Supplies,Paper,4.98,1,2.4402
1579,New York,Office Supplies,Appliances,170.88,3,49.5552
1580,New York,Technology,Phones,307.98,2,89.3142
1581,New York,Furniture,Tables,382.806,9,-153.1224
1582,New York,Office Supplies,Storage,41.96,2,2.9372
1583,New York,Office Supplies,Binders,1217.568,2,456.588
1584,New York,Furniture,Furnishings,47.04,3,18.3456
1585,New York,Furniture,Furnishings,6.16,2,2.9568
1586,New York,Technology,Phones,979.95,5,274.386
1587,New York,Office Supplies,Paper,143.7,3,68.976
1588,New York,Office Supplies,Fasteners,10.65,3,5.0055
1589,New York,Technology,Accessories,247.8,4,34.692
1590,Virginia,Office Supplies,Art,10.96,4,2.9592
1591,Texas,Office Supplies,Art,33.488,7,5.8604
1592,Texas,Office Supplies,Fasteners,8.04,5,2.9145
1593,Washington,Technology,Phones,201.568,4,22.6764
1594,California,Office Supplies,Paper,13.44,3,6.5856
1595,Illinois,Furniture,Bookcases,359.058,3,-35.9058
1596,Ohio,Furniture,Chairs,47.992,2,-2.0568
1597,New York,Furniture,Furnishings,547.3,13,175.136
1598,Texas,Office Supplies,Paper,16.896,4,5.28
1599,Texas,Office Supplies,Supplies,6.672,1,0.5004
1600,Texas,Office Supplies,Art,99.136,4,8.6744
1601,Texas,Furniture,Furnishings,15.992,2,-13.993
1602,Delaware,Furniture,Furnishings,211.96,2,42.392
1603,Tennessee,Office Supplies,Art,6.672,3,1.668
1604,Delaware,Office Supplies,Art,155.94,6,45.2226
1605,California,Technology,Phones,39.96,5,12.987
1606,California,Office Supplies,Art,5.46,3,1.5288
1607,California,Office Supplies,Art,73.2,5,21.228
1608,California,Office Supplies,Binders,5.84,1,1.971
1609,California,Office Supplies,Paper,22.72,4,10.224
1610,California,Office Supplies,Binders,9.336,3,3.2676
1611,California,Furniture,Bookcases,290.666,2,27.3568
1612,California,Technology,Phones,201.584,2,20.1584
1613,California,Technology,Phones,83.984,2,31.494
1614,California,Office Supplies,Storage,1000.02,7,290.0058
1615,Pennsylvania,Technology,Accessories,83.976,3,-13.6461
1616,Minnesota,Office Supplies,Labels,3.75,1,1.8
1617,Minnesota,Office Supplies,Labels,41.4,4,19.872
1618,Minnesota,Office Supplies,Art,29.79,3,12.5118
1619,New York,Office Supplies,Storage,59.48,2,8.922
1620,New York,Office Supplies,Paper,6.69,1,3.0774
1621,Washington,Furniture,Furnishings,198.46,2,99.23
1622,Washington,Office Supplies,Labels,786.48,8,385.3752
1623,Washington,Office Supplies,Binders,23.168,2,7.8192
1624,Washington,Technology,Accessories,50,2,10.5
1625,California,Technology,Phones,675.96,5,84.495
1626,California,Technology,Accessories,1265.85,3,556.974
1627,New York,Office Supplies,Appliances,523.25,5,141.2775
1628,Louisiana,Furniture,Chairs,517.5,6,155.25
1629,Ohio,Furniture,Furnishings,17.92,5,2.464
1630,Ohio,Office Supplies,Binders,41.256,6,-34.38
1631,Ohio,Office Supplies,Storage,1006.056,3,88.0299
1632,Ohio,Office Supplies,Paper,10.688,2,3.7408
1633,Ohio,Office Supplies,Paper,10.368,2,3.6288
1634,Ohio,Office Supplies,Storage,25.12,2,1.57
1635,Ohio,Technology,Accessories,58.112,2,7.264
1636,Oregon,Office Supplies,Paper,15.552,3,5.4432
1637,Oregon,Office Supplies,Storage,669.08,5,-167.27
1638,Oregon,Technology,Phones,438.336,4,-87.6672
1639,District of Columbia,Office Supplies,Paper,19.44,3,9.3312
1640,District of Columbia,Office Supplies,Binders,9.64,2,4.4344
1641,District of Columbia,Office Supplies,Paper,12.7,2,5.842
1642,District of Columbia,Furniture,Furnishings,41.37,3,17.3754
1643,Illinois,Office Supplies,Fasteners,12.624,2,3.945
1644,Washington,Office Supplies,Storage,1247.64,3,349.3392
1645,Washington,Technology,Copiers,3149.93,7,1480.4671
1646,Washington,Office Supplies,Paper,209.7,2,100.656
1647,Pennsylvania,Technology,Accessories,35.36,2,-3.094
1648,Pennsylvania,Office Supplies,Fasteners,3.168,2,-0.7128
1649,Pennsylvania,Office Supplies,Binders,121.104,6,-100.92
1650,Pennsylvania,Technology,Phones,45.894,1,-9.1788
1651,California,Office Supplies,Paper,109.92,2,53.8608
1652,California,Office Supplies,Paper,13.36,2,6.4128
1653,Washington,Office Supplies,Storage,169.68,6,45.8136
1654,Washington,Technology,Accessories,132.52,4,54.3332
1655,Washington,Office Supplies,Fasteners,2.96,2,1.4208
1656,Washington,Office Supplies,Binders,8.448,2,2.9568
1657,Washington,Office Supplies,Storage,95.94,3,9.594
1658,Wisconsin,Furniture,Furnishings,34.79,7,10.7849
1659,California,Technology,Phones,160.776,3,10.0485
1660,Washington,Office Supplies,Binders,88.752,3,27.735
1661,Washington,Office Supplies,Binders,13.904,2,5.214
1662,Pennsylvania,Technology,Phones,677.58,5,-158.102
1663,Pennsylvania,Office Supplies,Binders,13.896,3,-9.264
1664,Texas,Office Supplies,Storage,41.92,5,3.668
1665,Texas,Technology,Accessories,297.576,3,-7.4394
1666,Texas,Office Supplies,Fasteners,4.344,3,0.8688
1667,Texas,Technology,Accessories,94.992,2,-2.3748
1668,Texas,Office Supplies,Paper,74.352,3,23.235
1669,Texas,Office Supplies,Art,14.04,3,1.5795
1670,New York,Furniture,Tables,1018.104,4,-373.3048
1671,Texas,Technology,Phones,16.68,3,5.2125
1672,Nevada,Technology,Accessories,58.58,2,19.3314
1673,Texas,Technology,Phones,167.968,4,62.988
1674,Virginia,Office Supplies,Labels,196.62,2,96.3438
1675,Texas,Furniture,Furnishings,21.936,2,-10.4196
1676,Texas,Office Supplies,Binders,6.588,3,-10.2114
1677,California,Office Supplies,Storage,104.28,3,26.07
1678,California,Office Supplies,Paper,17.94,3,8.7906
1679,Pennsylvania,Office Supplies,Storage,64.784,1,-14.5764
1680,Pennsylvania,Technology,Phones,32.382,3,4.3176
1681,Pennsylvania,Furniture,Furnishings,42.368,2,8.4736
1682,Pennsylvania,Technology,Machines,399.54,4,-559.356
1683,California,Office Supplies,Paper,18.97,1,9.1056
1684,California,Furniture,Furnishings,14.82,3,6.2244
1685,Pennsylvania,Office Supplies,Appliances,99.28,2,12.41
1686,Pennsylvania,Office Supplies,Binders,1.188,2,-0.99
1687,Pennsylvania,Office Supplies,Binders,7.518,2,-5.7638
1688,Pennsylvania,Office Supplies,Paper,10.368,2,3.6288
1689,Pennsylvania,Furniture,Furnishings,310.88,2,23.316
1690,Pennsylvania,Furniture,Tables,853.092,6,-227.4912
1691,Indiana,Office Supplies,Paper,33.45,5,15.387
1692,Indiana,Office Supplies,Binders,10.4,5,5.096
1693,Ohio,Furniture,Furnishings,21.88,5,6.2905
1694,Texas,Technology,Accessories,13.616,2,3.5742
1695,New Jersey,Technology,Accessories,63.96,4,19.8276
1696,New Jersey,Office Supplies,Binders,14.46,3,7.0854
1697,New Jersey,Technology,Phones,104.98,2,52.49
1698,California,Office Supplies,Appliances,106.96,2,31.0184
1699,California,Office Supplies,Labels,21.56,7,10.3488
1700,Washington,Furniture,Tables,515.88,6,113.4936
1701,New York,Office Supplies,Binders,11.808,2,4.2804
1702,New York,Furniture,Chairs,1931.04,9,321.84
1703,New York,Office Supplies,Paper,9.96,2,4.6812
1704,California,Office Supplies,Fasteners,12.35,5,5.8045
1705,Arizona,Office Supplies,Binders,9.702,3,-7.1148
1706,Pennsylvania,Office Supplies,Binders,11.61,2,-9.288
1707,California,Office Supplies,Labels,43.86,6,20.6142
1708,California,Technology,Phones,148.48,2,16.704
1709,California,Office Supplies,Paper,7.42,2,3.71
1710,California,Furniture,Chairs,71.992,1,-0.8999
1711,California,Office Supplies,Art,19.9,5,6.567
1712,California,Office Supplies,Appliances,1702.12,14,510.636
1713,Texas,Office Supplies,Paper,14.304,6,5.0064
1714,Illinois,Furniture,Tables,765.625,7,-566.5625
1715,California,Furniture,Bookcases,307.666,2,-14.4784
1716,New York,Office Supplies,Binders,7.712,2,2.7956
1717,New York,Office Supplies,Appliances,242.9,5,70.441
1718,New York,Office Supplies,Storage,454.9,5,0
1719,New York,Furniture,Furnishings,35.92,4,15.0864
1720,New York,Furniture,Furnishings,39.76,8,12.3256
1721,New York,Office Supplies,Binders,47.744,4,14.92
1722,Illinois,Technology,Phones,159.984,2,11.9988
1723,Illinois,Technology,Accessories,255.968,4,51.1936
1724,Illinois,Furniture,Bookcases,359.058,3,-71.8116
1725,Pennsylvania,Office Supplies,Appliances,434.352,3,43.4352
1726,Pennsylvania,Office Supplies,Appliances,3.552,2,0.444
1727,Pennsylvania,Office Supplies,Appliances,88.832,4,7.7728
1728,Ohio,Furniture,Tables,1048.35,5,-69.89
1729,Virginia,Technology,Accessories,100,4,21
1730,Virginia,Office Supplies,Labels,7.83,3,3.6018
1731,North Carolina,Office Supplies,Paper,96.256,8,31.2832
1732,North Carolina,Office Supplies,Paper,10.688,2,3.7408
1733,Texas,Office Supplies,Storage,338.04,3,-33.804
1734,Texas,Office Supplies,Art,154.24,4,17.352
1735,North Carolina,Office Supplies,Appliances,34.848,2,6.534
1736,North Carolina,Technology,Phones,22,5,1.375
1737,North Carolina,Office Supplies,Art,4.368,3,0.3822
1738,California,Office Supplies,Storage,31.44,3,8.4888
1739,California,Technology,Accessories,17.9,2,3.401
1740,California,Technology,Accessories,129.45,5,46.602
1741,California,Office Supplies,Labels,20.88,8,9.6048
1742,Pennsylvania,Office Supplies,Paper,20.736,4,7.2576
1743,Pennsylvania,Furniture,Furnishings,7.168,2,0.9856
1744,Pennsylvania,Office Supplies,Storage,11.168,2,-2.5128
1745,Pennsylvania,Technology,Accessories,442.4,7,-55.3
1746,New York,Office Supplies,Art,13.36,2,4.9432
1747,North Carolina,Office Supplies,Binders,11.232,8,-8.2368
1748,North Carolina,Office Supplies,Paper,10.272,3,3.21
1749,Texas,Office Supplies,Paper,10.368,2,3.6288
1750,Texas,Office Supplies,Art,6.24,3,0.546
1751,Texas,Furniture,Tables,206.962,2,-32.5226
1752,California,Furniture,Furnishings,9.46,2,3.6894
1753,California,Office Supplies,Storage,559.62,9,151.0974
1754,California,Office Supplies,Paper,109.92,2,53.8608
1755,California,Office Supplies,Paper,8.56,2,3.852
1756,Texas,Office Supplies,Paper,360.712,11,130.7581
1757,Texas,Technology,Phones,1718.4,6,150.36
1758,Texas,Office Supplies,Binders,41.568,6,-66.5088
1759,Texas,Technology,Accessories,46.864,2,7.6154
1760,Pennsylvania,Office Supplies,Art,19.536,3,4.884
1761,California,Furniture,Bookcases,411.332,4,-4.8392
1762,California,Office Supplies,Binders,28.752,6,9.7038
1763,California,Furniture,Bookcases,293.199,3,-20.6964
1764,Virginia,Office Supplies,Supplies,35.06,2,10.518
1765,Virginia,Office Supplies,Labels,4.13,1,1.8998
1766,Virginia,Furniture,Furnishings,109.8,9,46.116
1767,Virginia,Office Supplies,Labels,9.82,2,4.8118
1768,North Carolina,Office Supplies,Binders,7.644,4,-5.8604
1769,North Carolina,Office Supplies,Binders,51.465,5,-39.4565
1770,Texas,Office Supplies,Supplies,6.976,4,-1.3952
1771,Texas,Office Supplies,Binders,12.222,7,-20.1663
1772,Illinois,Office Supplies,Storage,97.984,2,-24.496
1773,Illinois,Technology,Accessories,62.4,6,19.5
1774,Maryland,Office Supplies,Binders,20.86,2,9.387
1775,Maryland,Office Supplies,Storage,497.61,9,129.3786
1776,Maryland,Office Supplies,Art,5.34,2,1.4952
1777,Maryland,Office Supplies,Labels,3.15,1,1.512
1778,California,Office Supplies,Paper,368.91,9,180.7659
1779,California,Office Supplies,Art,14.7,5,6.615
1780,New York,Technology,Accessories,59.97,3,14.9925
1781,New York,Office Supplies,Storage,83.36,1,20.84
1782,Massachusetts,Office Supplies,Paper,6.58,2,3.0268
1783,Massachusetts,Office Supplies,Binders,122.94,3,59.0112
1784,Wisconsin,Office Supplies,Paper,219.84,4,107.7216
1785,Wisconsin,Technology,Accessories,98.16,6,9.816
1786,Wisconsin,Office Supplies,Binders,33.04,8,15.5288
1787,Wisconsin,Technology,Phones,86.97,3,25.2213
1788,Wisconsin,Technology,Phones,134.97,3,64.7856
1789,Wisconsin,Technology,Phones,699.98,2,195.9944
1790,Wisconsin,Technology,Accessories,139.95,5,26.5905
1791,New York,Office Supplies,Paper,48.94,1,24.47
1792,Wisconsin,Furniture,Chairs,2807.84,8,673.8816
1793,Wisconsin,Office Supplies,Art,46.64,4,12.5928
1794,Texas,Office Supplies,Storage,60.416,2,6.0416
1795,Kansas,Office Supplies,Art,107.94,3,26.985
1796,New York,Office Supplies,Storage,63.84,8,16.5984
1797,New York,Technology,Phones,347.97,3,100.9113
1798,New York,Office Supplies,Binders,37.008,6,11.565
1799,California,Furniture,Furnishings,215.65,5,73.321
1800,Texas,Office Supplies,Fasteners,11.168,4,3.6296
1801,Texas,Office Supplies,Paper,53.952,3,17.5344
1802,Washington,Furniture,Furnishings,4.18,1,1.5048
1803,Pennsylvania,Office Supplies,Binders,5.607,1,-4.2987
1804,Pennsylvania,Office Supplies,Supplies,4663.736,7,-1049.3406
1805,Pennsylvania,Technology,Accessories,79.984,2,22.9954
1806,California,Technology,Phones,2575.944,7,257.5944
1807,California,Office Supplies,Paper,45.36,7,21.7728
1808,California,Technology,Accessories,254.24,7,76.272
1809,Oklahoma,Technology,Phones,69.93,7,0.6993
1810,Illinois,Furniture,Furnishings,16.156,7,-12.117
1811,Illinois,Office Supplies,Paper,54.816,3,17.8152
1812,Virginia,Furniture,Tables,1441.3,7,245.021
1813,Ohio,Furniture,Furnishings,77.6,5,28.13
1814,Ohio,Furniture,Furnishings,4.656,2,1.5714
1815,California,Furniture,Tables,170.136,3,-8.5068
1816,Washington,Office Supplies,Labels,7.38,2,3.4686
1817,Washington,Office Supplies,Art,9.26,2,3.0558
1818,California,Office Supplies,Labels,9.96,2,4.5816
1819,Illinois,Office Supplies,Appliances,75.6,2,-166.32
1820,Illinois,Furniture,Furnishings,29.32,2,-24.189
1821,Illinois,Office Supplies,Appliances,92.064,6,-225.5568
1822,Illinois,Office Supplies,Fasteners,6.976,4,1.8312
1823,Illinois,Furniture,Chairs,62.958,3,-2.6982
1824,Illinois,Office Supplies,Paper,5.184,1,1.8144
1825,Oregon,Office Supplies,Binders,31.32,10,-25.056
1826,Oregon,Furniture,Furnishings,11.84,4,3.108
1827,Oregon,Furniture,Furnishings,22.784,1,4.8416
1828,North Carolina,Technology,Phones,1127.976,3,126.8973
1829,Georgia,Office Supplies,Paper,38.88,6,18.6624
1830,Ohio,Technology,Phones,779.796,2,-168.9558
1831,Oklahoma,Technology,Phones,1439.92,8,374.3792
1832,Oklahoma,Furniture,Tables,262.11,1,62.9064
1833,North Carolina,Furniture,Chairs,207,3,25.875
1834,Texas,Technology,Machines,1439.982,3,-263.9967
1835,Texas,Office Supplies,Paper,36.288,7,12.7008
1836,Connecticut,Office Supplies,Art,21.4,5,6.206
1837,Georgia,Office Supplies,Appliances,1245.86,7,361.2994
1838,North Carolina,Office Supplies,Labels,17.544,3,5.9211
1839,North Carolina,Furniture,Furnishings,44.128,4,12.1352
1840,North Carolina,Office Supplies,Appliances,62.92,1,10.2245
1841,North Carolina,Office Supplies,Paper,78.304,2,29.364
1842,Kentucky,Furniture,Chairs,140.81,1,39.4268
1843,Texas,Office Supplies,Labels,40.096,4,13.5324
1844,Texas,Furniture,Furnishings,40.784,2,-30.588
1845,Washington,Technology,Accessories,90.57,3,11.7741
1846,District of Columbia,Office Supplies,Paper,40.08,6,19.2384
1847,District of Columbia,Furniture,Furnishings,37.68,2,15.8256
1848,California,Furniture,Chairs,362.352,3,27.1764
1849,California,Office Supplies,Binders,7.184,2,2.245
1850,Indiana,Office Supplies,Storage,34.76,1,9.7328
1851,Indiana,Technology,Accessories,831.2,5,124.68
1852,Indiana,Office Supplies,Paper,26.4,5,11.88
1853,Indiana,Office Supplies,Envelopes,106.75,7,49.105
1854,Indiana,Office Supplies,Paper,97.82,2,45.9754
1855,Indiana,Office Supplies,Storage,141.4,5,38.178
1856,California,Office Supplies,Art,14.52,3,4.7916
1857,Texas,Office Supplies,Storage,127.92,5,-15.99
1858,Texas,Office Supplies,Binders,34.24,4,-53.072
1859,Connecticut,Office Supplies,Appliances,137.62,2,60.5528
1860,Connecticut,Technology,Phones,100.49,1,25.1225
1861,New York,Furniture,Bookcases,257.568,2,-28.9764
1862,New York,Technology,Phones,119.96,4,33.5888
1863,Texas,Office Supplies,Storage,49.632,4,4.9632
1864,Colorado,Furniture,Tables,727.45,5,-465.568
1865,Colorado,Furniture,Furnishings,24.96,3,4.368
1866,Ohio,Technology,Phones,370.782,3,-92.6955
1867,Nevada,Furniture,Furnishings,196.45,5,70.722
1868,Pennsylvania,Office Supplies,Paper,31.104,6,10.8864
1869,Pennsylvania,Office Supplies,Storage,78.256,2,-17.6076
1870,Washington,Office Supplies,Paper,6.48,1,3.1104
1871,California,Office Supplies,Art,99.2,5,25.792
1872,California,Furniture,Chairs,801.568,2,50.098
1873,California,Furniture,Tables,272.848,1,27.2848
1874,Washington,Furniture,Tables,70.98,1,20.5842
1875,Ohio,Office Supplies,Paper,16.224,2,5.8812
1876,New York,Furniture,Bookcases,176.784,1,-22.098
1877,Texas,Technology,Phones,470.376,3,47.0376
1878,California,Furniture,Chairs,393.568,4,-44.2764
1879,California,Technology,Phones,302.376,3,22.6782
1880,Florida,Office Supplies,Binders,68.742,9,-48.1194
1881,New York,Office Supplies,Envelopes,29.34,3,14.67
1882,New York,Furniture,Chairs,383.607,7,63.9345
1883,New York,Office Supplies,Storage,563.4,4,67.608
1884,Pennsylvania,Office Supplies,Paper,217.056,7,78.6828
1885,Texas,Office Supplies,Labels,6,2,2.1
1886,California,Furniture,Furnishings,31.56,3,10.4148
1887,Florida,Office Supplies,Fasteners,7.104,2,2.3976
1888,Florida,Office Supplies,Binders,398.352,8,-331.96
1889,Ohio,Office Supplies,Appliances,121.792,4,13.7016
1890,Ohio,Furniture,Tables,409.59,3,-122.877
1891,California,Office Supplies,Paper,10.56,2,4.752
1892,California,Office Supplies,Art,3.38,1,1.2506
1893,Florida,Office Supplies,Envelopes,7.824,1,2.934
1894,Oregon,Office Supplies,Paper,24.784,1,7.745
1895,Virginia,Office Supplies,Art,34.65,3,10.395
1896,Montana,Office Supplies,Binders,487.984,2,152.495
1897,Minnesota,Office Supplies,Binders,1793.98,2,843.1706
1898,Florida,Office Supplies,Envelopes,29.808,2,10.8054
1899,Florida,Office Supplies,Binders,505.176,4,-336.784
1900,Florida,Furniture,Tables,174.0585,3,-110.7645
1901,South Carolina,Office Supplies,Storage,191.88,6,19.188
1902,Michigan,Technology,Phones,14.78,2,3.9906
1903,Oregon,Office Supplies,Paper,5.184,1,1.8144
1904,Oregon,Furniture,Chairs,478.48,2,47.848
1905,Oregon,Technology,Accessories,28.4,2,6.745
1906,Indiana,Office Supplies,Storage,909.12,8,9.0912
1907,Florida,Office Supplies,Binders,2.952,2,-2.1648
1908,Florida,Office Supplies,Binders,27.018,6,-21.6144
1909,California,Furniture,Furnishings,136.92,4,41.076
1910,New York,Furniture,Furnishings,18.96,2,8.532
1911,California,Technology,Accessories,99.39,3,40.7499
1912,Texas,Office Supplies,Paper,273.896,7,92.4399
1913,Texas,Technology,Machines,597.132,3,49.761
1914,Georgia,Technology,Accessories,149.95,5,65.978
1915,Florida,Office Supplies,Labels,4.608,2,1.6704
1916,Florida,Office Supplies,Art,15.528,3,4.8525
1917,Florida,Office Supplies,Labels,11.952,3,3.8844
1918,Massachusetts,Office Supplies,Art,11.65,5,3.3785
1919,Michigan,Technology,Phones,299.9,2,74.975
1920,New York,Office Supplies,Binders,895.92,5,302.373
1921,New York,Furniture,Chairs,462.564,2,97.6524
1922,Pennsylvania,Office Supplies,Storage,15.008,2,1.5008
1923,Texas,Technology,Phones,863.64,9,107.955
1924,Texas,Office Supplies,Art,47.616,3,3.5712
1925,California,Office Supplies,Paper,92.94,3,41.823
1926,California,Technology,Accessories,199.98,2,69.993
1927,California,Technology,Phones,177.48,3,19.9665
1928,Colorado,Office Supplies,Paper,88.768,2,31.0688
1929,Washington,Office Supplies,Paper,6.48,1,3.1104
1930,Washington,Office Supplies,Storage,46.51,1,1.8604
1931,Washington,Technology,Phones,659.976,3,49.4982
1932,Arizona,Technology,Phones,271.992,1,23.7993
1933,Louisiana,Furniture,Bookcases,145.74,3,23.3184
1934,Louisiana,Furniture,Furnishings,15.4,5,7.392
1935,California,Office Supplies,Paper,244.55,5,114.9385
1936,California,Technology,Accessories,166.16,8,59.8176
1937,California,Furniture,Furnishings,14.73,3,4.8609
1938,Colorado,Office Supplies,Binders,19.968,2,-13.312
1939,Colorado,Office Supplies,Storage,33.488,7,-1.2558
1940,Colorado,Office Supplies,Binders,8.736,4,-6.1152
1941,Colorado,Furniture,Chairs,662.88,3,74.574
1942,Illinois,Office Supplies,Labels,47.36,4,17.76
1943,Illinois,Office Supplies,Storage,27.44,2,2.401
1944,Illinois,Office Supplies,Binders,3.24,9,-5.184
1945,Texas,Technology,Accessories,95.968,4,26.3912
1946,Texas,Office Supplies,Paper,10.368,2,3.6288
1947,New York,Office Supplies,Art,23.1,2,6.468
1948,New York,Furniture,Furnishings,11.54,2,3.462
1949,New York,Furniture,Tables,254.526,1,-93.3262
1950,New York,Office Supplies,Appliances,12.98,1,3.7642
1951,New York,Office Supplies,Binders,26.432,8,8.9208
1952,New York,Technology,Phones,197.97,3,57.4113
1953,New York,Office Supplies,Labels,18.9,6,9.072
1954,New York,Furniture,Chairs,1282.41,5,213.735
1955,New York,Office Supplies,Art,4.92,3,2.214
1956,New York,Technology,Accessories,238,2,38.08
1957,New York,Technology,Accessories,167.97,3,40.3128
1958,New York,Office Supplies,Paper,17.12,4,7.704
1959,Missouri,Office Supplies,Binders,16.2,3,7.776
1960,Missouri,Office Supplies,Appliances,33.99,3,14.6157
1961,Missouri,Technology,Accessories,296.85,5,53.433
1962,Missouri,Technology,Accessories,112.8,6,6.768
1963,Missouri,Office Supplies,Binders,13.71,3,6.5808
1964,Missouri,Office Supplies,Paper,24.9,5,11.703
1965,Missouri,Office Supplies,Storage,286.29,3,17.1774
1966,Missouri,Office Supplies,Appliances,24.18,2,7.254
1967,New Jersey,Technology,Phones,281.97,3,78.9516
1968,New Jersey,Office Supplies,Supplies,69.5,5,20.155
1969,New Jersey,Office Supplies,Paper,166.44,3,79.8912
1970,Oklahoma,Technology,Accessories,291.96,4,102.186
1971,Illinois,Office Supplies,Art,6.408,3,0.6408
1972,Illinois,Technology,Accessories,408.744,7,76.6395
1973,Illinois,Office Supplies,Binders,5.104,4,-8.6768
1974,Illinois,Office Supplies,Fasteners,2.896,2,0.4706
1975,Illinois,Technology,Accessories,35.016,3,-2.1885
1976,Alabama,Office Supplies,Storage,275.97,3,11.0388
1977,Alabama,Technology,Phones,1394.95,5,362.687
1978,Alabama,Furniture,Chairs,545.88,6,70.9644
1979,Oregon,Office Supplies,Art,5.248,2,0.5904
1980,Arizona,Furniture,Chairs,933.536,4,105.0228
1981,Arizona,Office Supplies,Storage,42.976,4,4.2976
1982,Georgia,Office Supplies,Binders,3.76,2,1.8048
1983,Oklahoma,Technology,Phones,479.96,4,134.3888
1984,California,Office Supplies,Appliances,320.88,6,93.0552
1985,California,Furniture,Furnishings,23.88,3,10.5072
1986,California,Office Supplies,Paper,26.76,4,12.3096
1987,Ohio,Technology,Copiers,1439.976,4,191.9968
1988,Missouri,Office Supplies,Binders,17.22,3,7.9212
1989,Missouri,Furniture,Tables,1024.38,7,215.1198
1990,Missouri,Office Supplies,Envelopes,26.22,3,12.3234
1991,Missouri,Office Supplies,Paper,17.34,3,8.4966
1992,Pennsylvania,Office Supplies,Binders,4.956,4,-3.7996
1993,Oregon,Office Supplies,Labels,71.04,6,26.64
1994,Oregon,Office Supplies,Art,5.344,2,0.7348
1995,Oregon,Office Supplies,Fasteners,11.304,3,-2.1195
1996,Texas,Office Supplies,Appliances,294.62,5,-766.012
1997,Texas,Furniture,Furnishings,8.752,4,-3.7196
